word,cnt
cortos,3228
cortó,6407
cosa,290469
cosas,450763
coser,2091
coserle,136
cosida,152
cosidos,155
cosquilla,54
cosquilleante,0
cosquilleo,474
costa,20640
costaba,1208
costado,8386
costados,594
costas,1979
costra,287
costumbre,9432
costumbres,3578
costuras,314
cotidianos,116
cotización,147
crackers,210
crea,15482
creación,5538
creada,1607
creadas,537
creadoras,12
crean,5380
crearlas,66
crearon,2240
crece,6012
crecen,3691
crecer,10626
crecido,6540
creciendo,5740
creciente,1857
creciera,494
crecimiento,4124
creció,4133
crecí,4534
crecía,991
crecían,274
credo,851
cree,114901
creede,0
creemos,17228
creen,40256
creencia,2466
creencias,3562
creer,93522
creerme,10790
creería,3600
crema,9500
cremación,352
creo,698685
crepuscular,50
crepúsculo,1162
creyendo,3475
creyó,7631
creí,58920
creía,40673
creían,3355
creído,6422
criado,4848
criador,260
criadores,121
criados,1944
criar,4026
criatura,14135
criaturas,9754
crisis,12276
cristal,11299
cristales,2633
cristiano,4674
criterio,1971
criterios,443
criticar,1383
cruda,1416
crudeza,125
crueldad,2816
cruje,166
crujen,136
crujido,301
crujir,285
cruz,12474
cruza,3440
cruzaba,421
cruzaban,158
cruzamiento,6
cruzamos,1690
cruzan,1435
cruzar,12272
cráneo,6009
crédito,15255
cría,2925
crían,391
crías,1478
crímenes,9802
crítica,4769
crítico,3986
crónica,1184
cuadra,4075
cuadrada,864
cuadrados,1710
cuadras,3389
cuadriculado,54
cuadriculados,8
cuadro,9568
cual,74347
cuales,9839
cualesquiera,279
cualidades,3163
cualquier,154570
cualquiera,45560
cuando,1000476
cuantas,13206
cuanto,86454
cuarenta,6886
cuarentena,3870
cuarta,6150
cuarteto,827
cuarto,81011
cuartos,6782
cuarzo,332
cuatro,111322
cubierta,13009
cubierto,8926
cubiertos,2701
cubre,5289
cubrirle,268
cubría,710
cucharada,654
cucharadas,294
cuchillo,21832
cuello,29445
cuenta,175253
cuentacadáveres,0
cuentas,26156
cuento,21960
cuentos,6797
cuerdas,5600
cuernos,3497
cuero,5640
cuerpecito,77
cuerpo,101126
cuerpos,18283
cuervos,1654
cuesta,21950
cuestas,747
cuestionable,488
cuestiones,3095
cuestión,30104
cuidado,141916
cuidadosamente,3787
cuidadoso,3887
cuidar,19493
cuidaría,1011
culandrillos,0
culatazos,32
culo,47948
culpa,94660
culpable,29559
cultivadas,70
cultivados,91
cultivasen,1
cultivo,1637
cultivos,1419
cultural,2578
cumbres,476
cumpleaños,43887
cumplen,1428
cumplido,7909
cumplir,13619
cumpliéramos,20
cumplía,767
cuota,2030
curanderas,7
curiosamente,883
curiosidad,13299
curioso,13295
curiosos,1039
curiosísimas,0
cursi,1577
curva,4352
curvos,47
cuya,5638
cuyo,7054
cuyos,2173
cuzquito,0
cuál,141594
cuán,11304
cuándo,116353
cuánta,6668
cuántas,26388
cuánto,142711
cuántos,40235
cuñado,3883
cálculo,2140
cálculos,3561
cálida,2028
cálidas,458
cálido,2766
cálidos,518
cámara,43629
cárcel,42747
cárceles,1033
cédula,282
cínicos,276
círculo,9442
código,27547
cómo,939606
córdoba,252
cúbica,32
cúmulo,290
cúpula,1118
d,0
da,151016
daba,13473
daban,3151
dada,4074
dado,73263
dahomey,0
dalia,512
damas,29413
damos,11743
dan,53797
dando,27257
danzante,104
dar,100203
dardo,1258
darme,60679
darnos,20974
darse,11354
dará,22585
daré,42361
daría,15766
dato,2135
datos,21707
dañan,263
daño,57239
de,15232279
deambulaba,116
deambulando,583
debajo,33037
debe,248676
debemos,117508
deben,62791
deber,20101
debería,172209
deberíamos,67030
debida,836
debido,28050
debió,21283
debo,179950
debía,30282
debían,3931
decenas,1620
decide,8824
decidido,24114
decidieron,3670
decidirme,1060
decidió,11452
decidí,12313
decir,481889
decirlas,652
decirle,116671
decirles,32895
decirme,91248
decirse,5274
decisivos,119
decisión,42793
decoloración,221
decoración,1922
decoradas,72
decorarla,150
decrépita,133
decía,39827
decían,6611
decírmelo,21218
decírselas,138
decírselo,43655
decís,2860
dedal,198
dedicadas,152
dedicado,4015
dedicaré,571
dedico,2593
dedicó,1042
dedo,20290
dedos,22371
deducciones,206
deducción,679
defecto,2951
defectología,0
defectos,3018
defectuosa,626
defensa,27765
deficiencia,705
deficiencias,241
deficiente,512
deficientes,151
defiende,2049
define,2350
definición,3003
definir,1225
definitiva,2483
definitivamente,25010
deforme,754
deformes,267
defraudado,755
degenerativa,198
degollado,286
degradante,579
deja,134891
dejaba,6074
dejaban,1720
dejada,555
dejado,44367
dejamos,15345
dejan,16241
dejando,11340
dejar,123390
dejara,7509
dejarlo,42286
dejaron,15081
dejaré,30583
dejo,30037
dejándose,266
dejé,32455
dejó,55840
del,3533213
delante,38967
delanteras,360
delegados,1303
delgadas,692
delgado,4474
delgadísimo,9
deliberación,214
delicada,3859
delicadamente,552
delicadeza,1486
delicado,5272
delicia,1277
delirio,1136
deliró,10
delivery,0
demacrada,43
demasiada,9899
demasiado,197209
democracia,5414
democrático,898
democráticos,227
demoledor,189
demoráramos,3
demostrar,10311
demostrarlo,4459
demostrarse,230
demostró,1692
demuestran,1330
demás,67681
den,16808
densa,808
dentro,152509
denuncia,3314
denunció,1057
departamento,38860
depende,27201
dependencia,652
deportes,5802
depositaba,33
depositado,452
depositarios,32
depresión,4641
deprime,837
deprimida,2152
deprimido,4260
depurada,17
depósitos,1936
derecha,43978
derechaizquierda,0
derechazo,476
derecho,65126
derechos,17476
derrapó,45
derretir,536
derretía,79
derritan,98
derrocaron,46
derrotadas,84
derrotados,886
derrumbaban,30
derrumbado,372
derrumbo,100
des,17726
desabrigarme,0
desabrocha,82
desabrocharse,136
desafío,7044
desagradables,1961
desaguadero,19
desaire,114
desalientos,1
desaliñados,52
desandar,34
desangrada,166
desangrados,56
desangrándose,410
desaparece,7658
desaparecidas,1634
desaparecido,19160
desaparecidos,2655
desaparecieron,3919
desapareció,18448
desaparecía,511
desaparición,4325
desapasionado,35
desarrollada,533
desarrollado,2776
desarrollan,734
desarrollo,6171
desastre,22334
desastrosamente,45
desatadas,57
desayuna,517
desayunar,7206
desbande,6
desbloqueó,15
desborda,279
desbordes,8
descampados,6
descansar,19331
descanso,20652
descendencia,840
descendido,402
descendientes,1225
descenso,2233
descifrar,2659
descompone,345
descomponerla,20
descomponerse,286
descompongo,27
descomposición,1144
descompuestos,125
descomunal,254
desconcertada,330
desconcertado,733
desconcertar,48
desconfío,187
desconocida,4139
desconocidas,1137
desconocido,9289
desconocían,21
descontrolada,254
descorrió,0
describir,3555
descubierto,12886
descubre,4441
descubriera,863
descubrieron,3720
descubrimiento,5175
descubrir,17217
descubrió,8926
descubrí,8251
descuidados,460
descuidos,113
desde,325391
desdén,494
desea,25740
deseaba,5691
deseadas,132
desear,3874
desearon,102
desechos,1467
desempacar,579
desempeñado,100
desenfundar,261
desenfundó,70
desenvuelta,27
desenvuelto,102
desenvueltos,13
deseo,43900
deseos,11622
desequilibrado,413
desesperación,3845
desesperada,4378
desesperadamente,2982
desesperado,6243
desesperados,2376
desesperanza,451
desfigure,6
desfile,6022
desganada,22
desgarrado,536
desgarró,268
desgracia,12787
desgraciadamente,4091
desgraciados,3769
deshacer,2334
deshacerle,14
deshacerse,8962
deshecho,1463
deshechos,406
desierta,1382
desiertos,698
desigualdad,195
desintegrado,181
deslealtad,323
deslizado,176
deslizándome,96
deslizó,410
deslumbraba,32
desmañada,5
desmesuradamente,38
desmesurados,5
desmoronado,108
desnacionalizando,0
desnuda,8694
desnudar,323
desnudo,9096
desocupación,31
desolación,459
desolador,115
desorganizados,150
desorienta,104
desorientado,765
despacio,23684
despacito,1051
despecho,529
despedida,10403
despellejamiento,0
despensa,1215
despertaba,874
despertado,5001
despertarla,1460
despertarme,3573
despertarse,2376
despertándome,128
despertó,4767
despide,1283
despidió,2598
despidos,494
despierta,31215
desplaza,381
desplazamiento,665
desplazara,7
desplazándose,120
desplazó,101
desplegaba,16
desplegarse,208
desplegó,99
desplomó,517
despojado,336
desprecio,2997
desprestigio,67
desproporcionadamente,34
desproporcionado,109
después,318550
destapando,33
destapar,332
destaparon,14
desterrados,171
destinada,1389
destinado,3712
destino,41802
destrocen,198
destrozada,1876
destrozo,465
destrozos,369
destructor,2079
destruido,8898
destruir,18351
destruye,3804
destruyó,4249
desubicado,98
desuso,169
desvalido,191
desvanecido,546
desvanecían,39
desventuradas,12
desvestido,100
desvestirse,498
desviaciones,115
desviación,861
desviar,1171
desviste,87
desvió,549
desvía,578
detalladamente,345
detalles,21597
detenciones,502
detenerme,10023
detenerse,4580
detengo,1215
detenida,1238
detenido,10590
determina,845
determinaba,33
determinada,994
determinado,2572
determinados,511
determinan,256
determinar,4750
detestaba,387
detiene,5699
detonación,1160
detrás,66319
detuviera,854
detuvimos,1389
detuvo,7012
deuda,11047
devaluados,5
devolviendo,654
devoraban,74
devota,721
devoto,1176
di,79267
diagnosticaron,577
diagnóstico,4376
diamantes,10929
diariamente,1199
diarias,1460
diario,21168
diarios,5814
diarrea,1641
dibujada,140
dibujo,6449
diccionario,2017
diccionarios,116
dice,260834
dicen,96144
dicho,191380
dichosa,662
dichosas,53
diciembre,6283
diciendo,81445
dicta,854
dictada,176
dictaduras,94
didáctica,33
diecinueve,1146
dieciocho,2159
diecisiete,2061
dieciséis,2502
dientes,25924
diera,7925
dieron,29325
diez,69907
diferencia,32746
diferenciadas,33
diferencias,4478
diferente,56530
diferentes,26684
dificultad,3003
dificultades,5191
dificultosamente,4
dificultoso,144
difieren,222
difunta,940
difuso,200
difícil,105033
difíciles,11105
digamos,21622
digan,11792
digestión,666
dignidad,6499
digno,6288
digo,167508
dije,249570
dijera,13218
dijeron,47436
dijo,343385
dijésemos,38
dilucidar,102
diluido,131
diminuta,963
diminutas,497
diminuto,1090
diminutos,536
dinamarca,1355
dinamitar,108
dinero,336514
dio,80763
dior,345
dios,554211
dioses,18739
diplomática,1386
diplomático,2183
direcciones,5022
dirección,45279
directa,6325
directamente,19039
directo,21220
director,37840
directos,1378
dirigidas,517
dirigiéndose,1923
dirigió,2269
dirigía,2877
dirigíamos,230
dirán,5252
diría,40569
disco,15380
discos,7240
discurrir,61
discurso,16094
discursos,3253
discusión,8928
discute,1001
discuten,1000
discutidas,31
discutir,17490
discutiré,658
diseñado,3499
diseñados,919
disfraz,5830
disfrutando,4951
disfrutó,806
disgregan,4
disgusto,1183
disgustos,389
disimulada,73
disimulados,22
disipándose,20
disminuido,854
disolverse,322
disolvían,4
disparates,601
disparó,14357
dispersión,529
displicencia,6
disponen,416
dispositivos,1659
dispuestas,558
dispuesto,17465
dispusieron,60
disputa,1952
dista,122
distan,22
distancia,20619
distante,2712
distingue,999
distinguen,332
distinta,5741
distintas,5710
distinto,12758
distintos,5375
distraída,875
distraídamente,26
distraído,2010
distribución,2485
disueltos,71
disuelva,163
diurna,214
divergencia,117
diversas,927
diversidad,910
diversos,833
divertimos,2002
divertía,720
divide,1324
dividirlo,611
divino,4293
diáfano,36
doberman,199
dobla,2865
doblaba,132
doblado,861
doble,29653
doce,13825
docena,7783
docencia,103
doctor,109351
doctrina,870
documentos,11994
dolió,3468
dolor,56683
dolores,6310
dolorida,366
dolía,1432
domadores,78
domesticación,56
dominaron,158
domingo,18844
domingos,3906
domésticas,618
doméstico,1040
domésticos,773
don,49638
donde,324393
dorado,5759
dormido,20848
dormir,82869
dormitaba,39
dormitando,71
dormitorio,9398
dormí,4402
dormía,4222
dormían,683
dorso,418
dos,607838
doscientos,3034
doy,43851
dragones,3271
dramática,1552
dramáticos,416
dubitativa,16
ducha,11392
duda,36818
dudaba,453
dudar,3198
dudas,11909
dudosos,264
dudó,396
duele,32614
duelo,5007
duendes,1572
duermen,3373
duermo,6188
dueño,19895
dueños,4534
dulce,42375
dulcemente,814
duplican,81
duplicar,616
duplicaron,115
dura,20170
durado,1355
durante,138981
durmiendo,17498
duro,64993
duros,6192
duró,3706
dábamos,583
dándole,7184
dándome,2887
dé,22452
débil,18665
débiles,6104
débilmente,106
década,3055
décadas,2879
déficits,30
día,427166
días,269349
díganme,5870
dólar,8544
dólares,91557
dónde,596484
e,124445
echaba,1915
echada,576
echado,9024
echados,289
echarlos,1022
echaron,4645
echó,5974
eclesiastés,66
economía,6023
económica,2255
ecos,439
edad,51674
edades,1092
edificio,40974
edificios,6925
editor,5459
educación,13479
efecto,19829
efectos,9420
efervescencia,80
eficacia,814
eficiente,2391
efímeras,62
egoísta,8020
eiffel,1261
ejecuciones,944
ejecución,6168
ejecutadas,154
ejecutar,2482
ejecutores,156
ejemplares,847
ejemplificar,11
ejemplo,33784
ejemplos,1243
ejercen,155
ejército,49111
el,8357879
elaboradas,135
elaboramos,63
elecciones,8039
elección,23739
elefantes,2822
elegida,1866
elegimos,1763
elegí,4018
elemento,4629
elementos,5764
elementos,5764
eleva,1427
elevada,1262
elevado,2533
elevan,417
elevando,276
elevarse,922
eligiendo,884
elijamos,241
elijo,2918
eliminar,6703
ella,780227
ellas,49475
ello,80586
ellos,353732
elocuencia,361
eléctrica,6397
eléctrico,3607
embarazada,24153
embarcaderos,63
embargo,36781
embarrar,44
emborracha,620
embriología,6
embriológicas,0
embrionario,35
embrión,505
emilia,552
emisiones,812
emite,1127
emitía,121
emocional,6224
emociones,9787
emoción,8653
emotivas,147
empalagosa,59
empalideciendo,1
empanada,239
empapado,1531
empate,1672
empatía,877
empañados,27
empecé,13185
empedrada,7
empedrado,104
empezaba,3506
empezado,10551
empezamos,14918
empezar,62254
empezara,1409
empezaron,7594
empezarían,156
empezó,30145
empieza,32972
empiezan,6511
empiezo,8988
empleo,17898
empleos,2331
emporcado,2
emprendida,11
emprendí,62
empresas,5186
empujadas,60
empujarlas,54
empujé,803
empujó,2026
empujón,1585
empuñadura,346
en,7244684
enaguas,293
enamorado,21752
enamoremos,17
encabezados,238
encanta,53202
encantaba,4057
encantaban,828
encantado,25681
encantadora,12872
encantó,5300
encarcelar,465
encarga,2581
encargados,598
encargó,1838
encarnizados,10
enceguecedora,0
encegueció,31
encendida,3304
encerrada,3039
encerrados,2696
encerramos,548
encerrar,2092
encerrarlos,674
encerré,455
enciclopedia,773
enciende,6251
encierra,875
encierro,1070
encima,63999
encogiéndose,76
encogió,193
encontraba,4944
encontrada,2451
encontrado,53366
encontramos,38812
encontrar,111446
encontrarla,17461
encontraron,23589
encontrará,10071
encontraría,4188
encontré,53917
encontró,32301
encortinados,0
encorvar,12
encorvándose,2
encubre,140
encubrir,867
encuentra,40801
encuentran,11339
encuentro,36122
endeblez,1
enderezaban,1
enderezó,124
endurecida,62
endureciendo,48
enemigo,33292
energía,37634
enero,5307
enferma,21908
enfermando,449
enfermedad,23538
enfermedades,6424
enfermeros,590
enfermiza,569
enfermizos,126
enfermo,35411
enfoques,170
enfrentaba,421
enfrentar,5917
enfrentarlo,2182
enfrente,12256
enfrentándose,611
enfriamiento,467
enfriara,108
enfurecida,186
engañar,7647
englobar,10
engolado,0
engordó,188
enjabonarse,12
enjambre,574
enloquecida,300
enloquecido,1286
enloqueció,1840
enmascarada,134
enmudecer,29
enmudecido,43
ennoblecer,5
enojo,2943
enorme,24705
enormes,6518
ensartado,35
ensayado,566
enseguida,45948
enseñado,6074
enseñarnos,2072
enseñarían,47
entendamos,624
entender,36629
entenderlas,368
entenderlo,14505
entendernos,1020
entendieron,1939
entendimiento,1978
entendió,3752
entendía,2993
entera,17147
enteramente,1073
enterarla,4
enteras,2698
enteren,1116
entero,19967
enteros,1491
enterrado,6802
enterraron,1330
enteré,6285
entiende,31285
entienden,10890
entierran,581
entierro,3545
entonces,607363
entra,47828
entraba,2193
entrada,29500
entrado,10171
entrando,9952
entrar,108960
entraron,5437
entrazado,0
entre,195916
entredormido,0
entregara,979
entregaron,1206
entresuelo,83
entretanto,855
entreveo,6
entrever,125
entrevista,14349
entrevistas,3891
entristecían,1
entro,6417
entráramos,139
entré,8208
entró,19333
entusiasma,731
entusiasmo,4194
entusiasta,1411
enunciados,37
envenenado,2672
enviaron,7609
envió,20355
envolvente,138
envolviendo,205
envolvió,315
envolví,217
envolvía,157
envuelta,1352
envuelto,3161
envuelve,819
envío,5483
enérgica,305
episodios,1269
equilibrada,464
equilibrado,507
equilibrar,565
equilibrio,4936
equipajes,471
equivalen,173
equivocación,1852
equivocado,36174
equivocarse,1969
era,802515
eran,94615
erguido,425
error,59247
errores,15904
errónea,924
erróneamente,398
erudito,844
es,7595196
esa,584590
esas,152902
esbeltas,61
escala,6367
escalar,2466
escalera,11924
escaleras,14075
escapa,5964
escapaba,644
escapado,7520
escaparle,88
escapatoria,1331
escapárseme,0
escapó,12315
escaras,33
escarbar,387
escarlata,1122
escaso,717
escena,38243
escenario,15640
esclarezcan,1
esclavos,9728
escoba,2650
escondamos,101
esconder,7219
esconderse,8068
escondidas,4254
escondido,9712
escondidos,2572
escondiéndose,1596
escondían,361
escribe,13006
escribir,33873
escribiéndole,346
escribió,16344
escribo,6140
escribía,2570
escrita,4075
escrito,25935
escritor,10260
escritorio,13052
escritos,1926
escrutinio,297
escrúpulos,1274
escuchaba,2631
escuchado,18676
escuchamos,4118
escuchando,18992
escuchar,38635
escucharon,3708
escuche,26702
escucho,15862
escuché,24747
escuchó,6418
escuela,90413
escénica,72
escéptico,820
ese,668619
esencial,4261
esforzado,767
esfuerzo,13833
esfuerzos,4740
esmerilado,19
esmerilados,3
esmeró,33
eso,2163331
esos,191145
espaciadas,36
espacio,37693
espacios,2039
espaciotemporales,0
espada,25306
espalda,32611
espaldas,8773
espantado,441
espanto,756
espantosa,2349
espantoso,5484
espantosos,514
espasmos,735
espasmódica,14
español,8858
especial,70417
especializadas,146
especialmente,23504
especie,31378
especies,4168
espectro,2930
espectáculo,19785
especulación,1040
especuladora,9
especulativamente,2
espejito,187
espejo,14461
espera,286291
esperaba,40486
esperado,9912
esperamos,16816
esperando,84320
esperanza,31004
esperanzas,9415
esperar,83058
esperaron,642
espero,144994
esperándola,1139
esperé,5365
esperó,2150
espiaban,56
espiando,2407
espiar,1967
espirales,224
espiritual,5677
espiritualmente,455
esplendor,1309
espontáneamente,510
esporádicas,50
esposa,136202
esposas,12174
esposo,44902
esposos,1613
espuma,2618
espíritu,26567
esqueleto,2322
esquemas,580
esquemática,39
esquemático,65
esquina,18269
esquinas,2228
esquiva,434
esquivarlo,314
esso,0
esta,1184451
estaba,617483
estaban,75227
estacionaria,79
estaciones,4880
estación,33773
estado,289018
estados,28707
estafa,3334
estafaron,262
estallido,883
estalló,1630
estamos,402308
estampaba,8
estando,10086
estante,1676
estar,410828
estarle,328
estará,84014
estarán,23724
estarían,6189
estas,257055
estatuas,1883
estatuilla,271
estatuillas,187
este,901930
estela,982
estereotipos,384
esterilidad,121
esterilla,42
estigmas,147
estilo,28732
estimula,647
estimulante,1692
estiraba,61
estirando,356
estiró,263
estival,119
esto,1382359
estos,184226
estoy,1139918
estrago,58
estratégica,762
estrecho,2016
estrella,32189
estrellas,23851
estridencias,4
estridor,8
estropean,326
estructura,7073
estructuras,1375
estruendo,520
estudiando,6534
estudiantiles,276
estudiar,13971
estudiarla,452
estudio,23217
estudios,11512
estufa,1541
estupefacción,12
estupenda,7147
estupidez,9756
estupor,158
estuve,58380
estuviera,34106
estuvieron,10315
estuviese,6116
estuvimos,13311
estuvo,82347
está,2631459
estábamos,48865
están,526747
estás,948379
esté,94927
estén,26668
estériles,255
estéticos,54
estómago,14925
estúpida,20626
estúpido,50927
etapas,1161
etc,3501
eterna,6124
etiqueta,4198
euclides,135
evadirse,360
evaluando,390
evaluándola,4
evasión,1084
eventualmente,3821
evidencia,19949
evidente,5510
evidentemente,3965
evitar,28194
evitarle,638
evocando,32
evocarla,18
exacta,4399
exactamente,93702
exactitud,1160
exactos,1691
exageraciones,110
exagerada,798
exageran,324
examinando,1065
examinaron,334
examinará,155
examinó,620
excelente,39414
excepciones,1616
excepción,6049
excepto,34597
exceso,3377
excitado,1928
exclamaciones,48
exclamó,56
excluida,228
exclusivamente,1377
excluye,444
excrecencia,2
excrescencia,0
excusa,12409
excusar,115
eximió,6
exista,2639
existe,40873
existen,12300
existencia,8948
existido,2725
existiera,1638
existía,3716
expansión,1790
expectante,128
expedicionario,39
expedición,3946
expendio,0
experiencia,30231
experiencias,4011
experimentaba,150
experimento,8560
explica,10381
explicaba,581
explicaciones,3321
explicación,11814
explicado,2548
explicar,18233
explicarle,7089
explicarme,6375
explicaron,304
explicarse,1132
explico,3532
explicáme,0
explicó,1976
explosión,13803
explotan,950
explotar,8471
exponer,1791
exponiendo,392
exportaciones,283
exposición,5923
expresar,4231
expresión,8184
expuestas,417
expuesto,2908
expuestos,1416
extendimos,28
extendía,375
extensión,2679
exterior,11823
exterminar,896
exterminio,604
externa,1358
externas,661
externos,644
extiende,2730
extinción,1977
extinguida,153
extinguía,17
extractos,227
extranjera,2600
extranjero,10301
extranjeros,5343
extraordinaria,4192
extraordinariamente,825
extraordinario,8084
extraordinarios,1102
extravía,37
extraía,57
extraña,22823
extrañaba,1515
extrañamente,1512
extrañando,292
extrañar,4026
extrañas,8970
extrañeza,77
extraño,69190
extremistas,834
extremo,6755
exuberantemente,0
exóticas,675
fabricado,952
fabricar,1727
facciones,715
facilidad,2895
factores,1285
factura,4051
facultades,905
fajas,153
falla,9219
fallar,3950
fallecida,515
falsa,11240
falsas,5129
falsedades,208
falso,15193
falsos,4945
falta,76980
faltaba,4986
faltan,10940
faltar,2132
faltó,2028
familia,180242
familiar,20796
familiares,8558
famosa,7311
fantasma,19223
fantasmagóricas,14
fantasmas,10812
fantástico,33230
fanático,2981
farmacológicos,8
faroles,324
fascina,991
fascinaba,176
fascinado,914
fascinante,7851
fascinantes,958
fase,7447
fastuoso,39
fatalidad,447
fatiga,1193
favor,595366
favorables,406
fe,28452
fealdades,4
febrero,4284
fecha,14127
fecundidad,43
fecundos,28
federal,12874
felices,23739
felicidad,18722
feliz,131289
femenina,3831
fenómeno,6142
fenómenos,1954
feo,13697
feos,1755
ferocidad,324
feroz,2526
ferracioli,0
ferroviaria,347
festejo,396
festín,1339
fibra,2185
ficción,4368
fiebre,11940
fiel,7758
fiero,423
fiesta,95970
figura,7657
figuraba,468
figuras,2513
fija,3009
fijamente,2706
fijate,0
fijen,467
filas,4348
filo,1670
filoso,281
filosóficamente,155
filtraba,45
filósofos,693
fin,118276
fina,2754
finado,194
final,98579
finales,6874
finalmente,34253
finanzas,2956
finas,1001
fines,6454
fingir,7897
finta,151
finura,128
finísima,25
fisiológica,136
fisura,774
flaca,1144
flaco,2766
flaquito,125
flautista,361
flexionaría,0
floja,1438
flojo,1834
flor,11699
floreada,31
floreado,97
floreal,7
florecer,776
florero,505
florería,276
flores,28827
fluctuaciones,547
fluencia,22
focos,815
follaje,268
fondeados,4
fondo,33088
forma,155115
formaba,1004
formaban,410
formaciones,452
formación,5764
formada,812
formal,3618
forman,3174
formando,1522
formara,161
formas,33590
formativa,27
formulado,190
formulo,29
formó,1404
fornicación,429
fornicado,42
fornicar,446
fornique,8
foro,1468
forrados,229
fortificado,184
fortuna,17041
forzada,1705
forzado,2857
forzó,1231
foráneos,79
foto,48895
fotografía,10110
fotografías,6961
fotos,43000
fotógrafo,4254
fracasaba,65
fracasando,225
fracasar,1411
fracaso,7438
fracturas,1346
fragilidad,384
fragmento,2249
fragmentos,2782
fraguados,6
franceses,8900
francia,21463
franck,0
franco,5333
francos,7208
francés,18492
franqueo,62
franqueza,1592
frasco,3216
frase,9223
frases,3043
fraternal,478
frecuencia,9023
frecuente,1356
frecuentemente,1240
frenaba,60
frenando,271
freno,3028
frente,65780
frenéticos,112
fresco,11539
frita,808
fritas,4690
frontera,14179
frustraciones,347
frustración,1408
frutales,151
frutas,3513
fruto,2695
frágil,3667
fría,15931
frías,2485
frío,39598
fríos,1787
fue,802558
fuego,83708
fuente,19968
fuera,321684
fueran,13996
fueron,89003
fuerte,98371
fuerza,61306
fuerzas,25479
fuese,19013
fuga,6836
fugaces,287
fugacidad,10
fugaz,1148
fui,104925
fuimos,26848
fulminantes,25
fumaba,1112
fumando,4686
fumar,15489
fumo,3996
funciona,53348
funcionan,8533
funcionar,17095
funcionario,2281
funcionarios,2140
funciones,3753
función,8822
funda,1398
fundada,594
fundado,609
fundamental,2597
fundamentalista,226
fundamentos,606
fundo,186
fundían,26
funeral,15625
funeraria,2179
furia,4875
furiosa,3464
furioso,6466
fusilado,467
fusilados,320
fusilamiento,609
fusionaba,8
futura,3422
futuras,1679
futuro,61594
fuéramos,5042
fábulas,236
fácil,92476
fáciles,4636
fácilmente,11801
féretro,450
físico,7563
físicos,1745
fórmula,4328
fúnebres,337
fútbol,16839
g,0
gabinete,2621
gafas,8721
gallina,7739
gallinas,3624
gambeta,3
ganadera,81
ganado,27546
ganadores,2618
ganancias,6066
ganar,51407
ganas,32882
ganó,12249
garabatos,572
gardener,0
garfios,110
garganta,11555
gastaba,325
gastada,372
gastado,3841
gastados,391
gastando,1716
gastar,5884
gastos,8622
gatillo,7450
gato,25430
gatos,8866
gattei,0
gemía,109
genera,1348
generaciones,4665
generación,7630
general,76708
generales,3908
generalmente,6225
generan,457
generosa,3314
generoso,6782
genial,130637
genocida,88
gente,398764
geoffroy,0
geográfica,201
geológica,249
geológicas,92
geométrica,139
geométricamente,37
gestión,868
gesto,5885
gestos,1638
gettor,0
gide,29
gigantes,4250
gigantescos,299
gilman,0
gimió,74
gimnasio,8170
girando,2805
girar,4969
giraudoux,0
global,5819
gloria,18457
gobernaran,25
gobierno,48458
golpe,29278
golpea,5681
golpeando,3232
golpear,8554
golpearlo,2561
golpearon,2823
golpeó,9249
goma,5108
google,1470
gorilas,1377
gorriones,404
gota,6274
gotas,3146
gotitas,142
gozosa,34
grabárselos,0
gracias,857794
gracioso,46800
grado,12540
gradual,348
gran,273843
grande,117257
grandes,71297
grandote,2818
granjas,1928
grano,9416
granos,2387
grasa,5721
gratuitos,247
grave,21770
gravedad,6739
gravemente,1938
graves,6001
grinch,0
gripe,3793
gris,7992
grisalla,1
grises,1519
gritaba,2334
gritaban,744
gritando,8766
gritar,12240
gritarnos,166
gritaron,356
griten,883
grito,5593
gritos,7957
grité,1468
gritó,2609
grosera,1872
grosero,5616
grotesca,282
gruesas,602
grueso,1604
gruesos,554
grupo,58019
grupos,8635
gruta,487
gruñían,14
gráciles,42
guadalupe,220
guante,3547
guarda,13735
guardaba,1862
guardaban,232
guardado,3763
guardan,2178
guardapolvo,55
guardapolvos,68
guardar,10629
guardarse,652
guardavidas,61
guardia,31695
guardián,4790
guarniciones,122
guarnición,1304
guayanas,0
guerra,129295
guerrilla,888
guerrilleras,22
guerrillero,226
guerrilleros,736
guiara,295
guitarra,7578
guiño,535
guiños,147
gusano,6609
gusta,264123
gustaba,21758
gustaban,3963
gustado,11111
gustan,53166
gustar,8047
gustaría,124791
gustoso,266
gustó,20166
gutiérrez,226
guía,12148
gándara,2
género,2460
ha,1123818
haber,231494
haberla,16003
haberlo,54078
haberse,19213
habido,18974
habiendo,3289
habilidad,11472
habilidades,10162
habitaciones,10000
habitación,79905
habitan,456
habitante,369
habitantes,4177
habitual,5224
habitualmente,1027
habla,117466
hablaba,17454
hablaban,3020
hablando,141310
hablar,346896
hablarle,24138
hablaron,3857
hablaría,1930
hable,25510
hablo,44128
habló,20628
habrá,74293
habrán,8274
habría,77304
había,302974
habíamos,14102
habían,33337
hace,552505
hacemos,70297
hacen,92958
hacer,828499
hacerle,56560
hacerles,9239
hacerlo,439372
hacerlos,6835
hacerme,52766
hacernos,13147
hacerse,26903
hacia,145597
haciendo,270725
hacinados,46
haciéndose,3197
hacía,46884
hacíamos,4673
hacían,9022
hadas,5543
haga,98363
hagas,91836
hago,114348
halcrow,0
hallaba,412
hallado,3166
hallazgos,548
halo,1004
